model,model_name,ngram,min_df,max_df,max_features,threshold_mode,threshold_used,accuracy,roc_auc,pr_auc,spam_P,spam_R,spam_F1,ham_P,ham_R,ham_F1,TN,FP,FN,TP
lr,LR(C=3.0),1-2,5,0.95,30000,balanced,0.6,0.994661921708185,0.9995574242186301,0.9995466750443923,0.9930374238468234,0.9965065502183406,0.994768962510898,0.9963603275705186,0.9927470534904805,0.9945504087193461,3285,24,12,3423
