mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__ngram_range,param_tfidf__min_df,param_tfidf__max_df,param_clf__fit_prior,param_clf__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.7761293411254884,1.2001034369071388,0.537925910949707,0.18175590538660366,"(1, 2)",3,0.9,False,0.038986037025490715,"{'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 3, 'tfidf__max_df': 0.9, 'clf__fit_prior': False, 'clf__alpha': np.float64(0.038986037025490715)}",0.9992210377326213,0.9989806026884845,0.997866705193399,0.9986846577585634,0.9978246958901759,0.9985155398526488,0.0005728635721620371,1
3.046328067779541,0.25349238744155195,0.37923307418823243,0.0843086814300609,"(1, 2)",5,0.95,True,0.001,"{'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.95, 'clf__fit_prior': True, 'clf__alpha': np.float64(0.001)}",0.9990486214173886,0.9986514267094048,0.9979468594814334,0.9985551528542747,0.9973568585870474,0.9983117838099098,0.0005937284560302513,2
2.8502002239227293,0.3558126924257258,0.31581854820251465,0.04803992044953204,"(1, 2)",5,0.9,True,0.0020805675382171715,"{'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.9, 'clf__fit_prior': True, 'clf__alpha': np.float64(0.0020805675382171715)}",0.9990632627922212,0.9986635781852565,0.9979188597510347,0.9985598657506489,0.9973531132875173,0.9983117359533358,0.0006038978502691127,3
3.1821741580963137,0.10359446674206843,0.36148982048034667,0.03245196820046669,"(1, 2)",5,0.9,True,0.004328761281083057,"{'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.9, 'clf__fit_prior': True, 'clf__alpha': np.float64(0.004328761281083057)}",0.9990936796013649,0.9986813650024952,0.9978782557863766,0.9985491920049557,0.9973328804541939,0.9983070745698772,0.0006245640687703723,4
3.8659318923950194,0.6779015988652768,0.5726809024810791,0.1575313946219358,"(1, 2)",5,0.95,True,0.01873817422860384,"{'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.95, 'clf__fit_prior': True, 'clf__alpha': np.float64(0.01873817422860384)}",0.9991168879824213,0.998703511242401,0.9977301860418326,0.998494461563381,0.9972530181358742,0.9982596129931819,0.000675373380780288,5
4.2680212497711185,0.7594341799967984,0.5822663307189941,0.1264768333402441,"(1, 2)",5,0.98,True,0.038986037025490715,"{'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_df': 0.98, 'clf__fit_prior': True, 'clf__alpha': np.float64(0.038986037025490715)}",0.9991392384198029,0.9986790554020214,0.9976344019845278,0.9984823809119322,0.9971701096982808,0.998221037283313,0.0007169050396110778,6
3.5676316261291503,0.8136643996855814,0.4323178768157959,0.12448970100867153,"(1, 2)",10,0.95,False,0.01873817422860384,"{'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 10, 'tfidf__max_df': 0.95, 'clf__fit_prior': False, 'clf__alpha': np.float64(0.01873817422860384)}",0.999106855752318,0.9983833014153639,0.9974250029437343,0.9984333560956319,0.9965443855808059,0.9979785803575709,0.0008952081415795519,7
3.16115984916687,0.06370221967080944,0.3702408790588379,0.02490661211554799,"(1, 2)",10,0.9,False,0.1687612475788147,"{'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 10, 'tfidf__max_df': 0.9, 'clf__fit_prior': False, 'clf__alpha': np.float64(0.1687612475788147)}",0.9990734106759876,0.9983250374246746,0.9971285185734384,0.9981992646831696,0.9962602148795681,0.9977972892473677,0.0009877692156244123,8
1.0957481861114502,0.15952951298426551,0.26297693252563475,0.06079191619218587,"(1, 1)",3,0.9,True,0.038986037025490715,"{'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 3, 'tfidf__max_df': 0.9, 'clf__fit_prior': True, 'clf__alpha': np.float64(0.038986037025490715)}",0.9986310971749303,0.9985288926440689,0.9964393980356394,0.9979974598561443,0.9971556122414168,0.99775049199044,0.0008384766507570788,9
0.945700216293335,0.12978735121430132,0.19526066780090331,0.005247784622760475,"(1, 1)",3,0.9,True,0.004328761281083057,"{'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 3, 'tfidf__max_df': 0.9, 'clf__fit_prior': True, 'clf__alpha': np.float64(0.004328761281083057)}",0.9983019761471148,0.9985850649180814,0.9963164794076064,0.99789444640902,0.9971765389704352,0.9976549011704515,0.0008199385042564415,10
1.379769515991211,0.5894738612693156,0.26793980598449707,0.10696555052318263,"(1, 1)",10,0.98,False,0.0020805675382171715,"{'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 10, 'tfidf__max_df': 0.98, 'clf__fit_prior': False, 'clf__alpha': np.float64(0.0020805675382171715)}",0.9987122918438838,0.9980464817831382,0.9970853389940055,0.9977578238101716,0.9960968883570687,0.9975397649576536,0.0008907891719454445,11
1.6521348476409912,0.10938737535895086,0.37878031730651857,0.03472121533493006,"(1, 1)",3,0.98,False,0.001,"{'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 3, 'tfidf__max_df': 0.98, 'clf__fit_prior': False, 'clf__alpha': np.float64(0.001)}",0.9979982224538441,0.9985752112076876,0.996116455438549,0.9977751205005135,0.9970673162515525,0.9975064651704294,0.0008463093798371803,12
