model,model_name,ngram,min_df,max_df,max_features,threshold_mode,threshold_used,accuracy,roc_auc,pr_auc,spam_P,spam_R,spam_F1,ham_P,ham_R,ham_F1,TN,FP,FN,TP
mnb,MNB(alpha=0.3),1-2,5,0.95,30000,balanced,0.45000000000000007,0.9912514827995255,0.9991075902120412,0.999056508874311,0.9881434355118566,0.994759825327511,0.991440591904831,0.9945222154595252,0.9876095497129042,0.9910538286580743,3268,41,18,3417
