threshold,precision,recall,f1
2.433701437669932e-12,0.5475127551020408,1.0,0.7076035441994643
2.812822085622248e-12,0.5476874003189792,1.0,0.7077493816982687
2.8547948030654394e-12,0.5478621569878749,1.0,0.7078952793238507
2.9246432057025454e-12,0.5480370252154485,1.0,0.708041237113402
2.9742728320060562e-12,0.5482120051085568,1.0,0.7081872551041452
3.1389729204607902e-12,0.5483870967741935,1.0,0.7083333333333333
3.169993297330698e-12,0.5487376158517098,1.0,0.7086256706562113
3.1831192328595053e-12,0.5489130434782609,1.0,0.7087719298245615
3.348158192429132e-12,0.5490885833066838,1.0,0.7089182493806772
3.5727373492335437e-12,0.5492642354446577,1.0,0.7090646293619658
3.908878733216175e-12,0.54944,1.0,0.7092110698058653
3.917282200848383e-12,0.5496158770806658,1.0,0.7093575707498451
4.071903543102539e-12,0.5497918667947487,1.0,0.709504132231405
4.1675676465302036e-12,0.5499679692504804,1.0,0.709650754288076
4.36003293483998e-12,0.5501441845562319,1.0,0.7097974369574204
4.376329307025098e-12,0.5503205128205129,1.0,0.7099441802770312
4.3956993788437035e-12,0.5504969541519718,1.0,0.7100909842845327
4.610020718201404e-12,0.550673508659397,1.0,0.7102378490175801
4.9309869859237694e-12,0.5508501764517164,1.0,0.7103847745138602
4.98776433702701e-12,0.5510269576379975,1.0,0.7105317608110904
5.032871775353205e-12,0.5512038523274478,1.0,0.7106788079470199
5.04530514373023e-12,0.5513808606294155,1.0,0.7108259159594287
5.107153921572636e-12,0.5515579826533891,1.0,0.7109730848861283
5.513952994563531e-12,0.5517352185089974,1.0,0.7111203147649617
5.8218008192857836e-12,0.5519125683060109,1.0,0.7112676056338028
6.040418386421827e-12,0.5520900321543408,1.0,0.7114149575305573
6.4173117429043684e-12,0.5522676101640399,1.0,0.7115623704931621
6.826973543683416e-12,0.5524453024453024,1.0,0.7117098445595855
6.8361438760664905e-12,0.5526231091084648,1.0,0.7118573797678276
6.986821525838062e-12,0.5528010302640052,1.0,0.7120049761559196
7.2118749423837394e-12,0.5529790660225443,1.0,0.7121526337619245
7.977528729702643e-12,0.5531572164948454,1.0,0.712300352623937
8.052360848427158e-12,0.5533354817918144,1.0,0.712448132780083
8.193909817083548e-12,0.5535138620245004,1.0,0.7125959742685205
8.264966955340957e-12,0.5536923573040955,1.0,0.7127438771274388
8.414394602507419e-12,0.5538709677419354,1.0,0.7128918413950592
8.706412619197831e-12,0.5540496934494998,1.0,0.7130398671096345
8.980345892786937e-12,0.5542285345384119,1.0,0.7131879543094497
9.012101018661756e-12,0.5544074911204392,1.0,0.7133361030328209
9.468662218517385e-12,0.5545865633074936,1.0,0.7134843133180968
9.99975625153012e-12,0.5547657512116316,1.0,0.7136325852036575
1.0061657564272206e-11,0.554945054945055,1.0,0.7137809187279153
1.0171797753906908e-11,0.5551244746201099,1.0,0.7139293139293139
1.0906696330454865e-11,0.5553040103492884,1.0,0.7140777708463297
